,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,topic,enga,engaSum
348,"Bill Pascrell, Jr.",House,Democrat,NJ,9,2021-05-19 14:13:47.000000,"Struggling to make rent? Our #AmericanRescuePlan provides millions in emergency rental help — and you can apply for yours right now.

📝NJ renters: njdca.onlinepha.com

📝Live in another state? Click here: https://bit.ly/3osyR9S",0,0,7,0,pascrell,Facebook,https://facebook.com/pascrell/posts/10159026260879156,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/186947486_10159026260854156_4887440474324949073_n.jpg?_nc_cat=105&ccb=1-3&_nc_sid=110474&_nc_ohc=Hk900Rq-UaoAX-bEYdu&_nc_oc=AQm12n5iDcK4FupK-oqQbOAMLG5xPBS9TGzM0T0RIEwMz94q4gbgTGxgg5GoEyxwRko&_nc_ht=scontent-iad3-2.xx&tp=14&oh=afdc83bd7e39dc93f479f4aff04360dd&oe=60CAFBF7,http://njdca.onlinepha.com/,struggling make rent americanrescueplan provides millions emergency rental help apply right nownj renters njdcaonlinephacomlive another state click,"['struggling', 'make', 'rent', 'americanrescueplan', 'provides', 'millions', 'emergency', 'rental', 'help', 'apply', 'right', 'nownj', 'renters', 'njdcaonlinephacomlive', 'another', 'state', 'click']",16,7,408
62,Kevin Hern,House,Republican,OK,1,2021-05-19 18:36:18+00:00,"30+ deregulation bills are included in the #RSCBudget, ensuring liberty for job creators and workers alike.",0,2,5,0,repkevinhern,Twitter,https://twitter.com/repkevinhern/status/1395085925135179779,,[],deregulation bills included rscbudget ensuring liberty job creators workers alike,"['deregulation', 'bills', 'included', 'rscbudget', 'ensuring', 'liberty', 'job', 'creators', 'workers', 'alike']",12,7,3059
100,Antonio Delgado,House,Democrat,NY,19,2021-05-19 15:00:44+00:00,I'll keep fighting to support retirees and protect programs like Medicare and Social Security. We must improve our health care and retirement systems — not dismantle them. twitter.com/ActiveRetirees…,0,2,5,0,repdelgado,Twitter,https://twitter.com/repdelgado/status/1395031673318817797,,['https://twitter.com/ActiveRetirees/status/1389946801256640515'],ill keep fighting support retirees protect programs like medicare social security must improve health care retirement systems dismantle twittercomactiveretirees,"['ill', 'keep', 'fighting', 'support', 'retirees', 'protect', 'programs', 'like', 'medicare', 'social', 'security', 'must', 'improve', 'health', 'care', 'retirement', 'systems', 'dismantle', 'twittercomactiveretirees']",14,7,2703
497,Judiciary Committee - Democrats,House,N/A,N/A,N/A,2021-05-19 09:17:19.000000,"TODAY: The House Judiciary Committee is holding a hearing to examine the Tulsa-Greenwood Race Massacre of 1921

Watch it live here ⬇️

https://www.youtube.com/watch?v=SM3evloMtAA

YOUTUBE.COM
Continuing Injustice: The Centennial of the Tulsa-Greenwood Race Massacre",1,0,6,0,HouseJudDems,Facebook,https://facebook.com/HouseJudDems/posts/3047346855488835,,https://www.youtube.com/watch?v=SM3evloMtAA,today house judiciary committee holding hearing examine tulsagreenwood race massacre 1921watch live youtubecomcontinuing injustice centennial tulsagreenwood race massacre,"['today', 'house', 'judiciary', 'committee', 'holding', 'hearing', 'examine', 'tulsagreenwood', 'race', 'massacre', '1921watch', 'live', 'youtubecomcontinuing', 'injustice', 'centennial', 'tulsagreenwood', 'race', 'massacre']",08,7,2547
39,Kevin Hern,House,Republican,OK,1,2021-05-19 20:25:57+00:00,"The Biden Admin has put themselves on the side of Big Taxes, Big Government, and Big Bureaucracy. You can’t do that and still fight for the little guy. #RSCBudget https://t.co/8JWJLrp5ur",3,1,3,0,repkevinhern,Twitter,https://twitter.com/repkevinhern/status/1395113518253420546,https://pbs.twimg.com/amplify_video_thumb/1395112717317517315/img/--Q74GL7PPwUsO4Q.jpg,[],biden admin put side big taxes big government big bureaucracy cant still fight little guy rscbudget,"['biden', 'admin', 'put', 'side', 'big', 'taxes', 'big', 'government', 'big', 'bureaucracy', 'cant', 'still', 'fight', 'little', 'guy', 'rscbudget']",07,7,50237
73,Kevin Hern,House,Republican,OK,1,2021-05-19 17:33:56+00:00,"The Tax Cuts &amp; Jobs Act WORKED. When Americans have control over their own $, the result is:

✅market growth
✅wage growth
✅consumer confidence
✅investment in local economies

AND

✅increased revenues for the federal government

That’s why the #RSCBudget makes TCJA permanent.",1,2,4,0,repkevinhern,Twitter,https://twitter.com/repkevinhern/status/1395070229068369921,,[],tax cuts jobs act worked americans control result ismarket growthwage growthconsumer confidenceinvestment local economiesandincreased revenues federal governmentthats rscbudget makes tcja permanent,"['tax', 'cuts', 'jobs', 'act', 'worked', 'americans', 'control', 'result', 'ismarket', 'growthwage', 'growthconsumer', 'confidenceinvestment', 'local', 'economiesandincreased', 'revenues', 'federal', 'governmentthats', 'rscbudget', 'makes', 'tcja', 'permanent']",12,7,3059
287,Jim Costa,House,Democrat,CA,16,2021-05-19 19:38:10.000000,Today we passed bipartisan legislation to establish a commission to investigate the Jan. 6 Capitol insurrection. Inaction – or just moving on – is simply not an option.,1,0,5,0,RepJimCosta,Facebook,https://facebook.com/RepJimCosta/posts/3936802989700215,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/186508097_3936802873033560_7198837354554913332_n.png?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=VQctJfNONmwAX_JXkva&_nc_ht=scontent-iad3-2.xx&oh=7820b170a1079af45d7d0140049d5f7e&oe=60C9CB03,,today passed bipartisan legislation establish commission investigate jan capitol insurrection inaction moving simply option,"['today', 'passed', 'bipartisan', 'legislation', 'establish', 'commission', 'investigate', 'jan', 'capitol', 'insurrection', 'inaction', 'moving', 'simply', 'option']",06,6,18064
424,House Committee on Armed Services,House,N/A,N/A,N/A,2021-05-19 21:06:44+00:00,"Ranking Member @RepMikeRogersAL released a statement regarding reports that President Biden will waive sanctions on Russia’s Nord Stream 2 Pipeline: 

republicans-armedservices.house.gov/news/press-rel… https://t.co/iTS23CcpOw",1,2,2,1,hascrepublicans,Twitter,https://twitter.com/HASCRepublicans/status/1395123782617075716,https://pbs.twimg.com/media/E1x2h9NWQAAryZT?format=png&name=small,['https://republicans-armedservices.house.gov/news/press-releases/rogers-statement-reports-biden-will-waive-nord-stream-2-sanctions'],ranking member released statement regarding reports president biden waive sanctions russias nord stream pipeline republicansarmedserviceshousegovnewspressrel,"['ranking', 'member', 'released', 'statement', 'regarding', 'reports', 'president', 'biden', 'waive', 'sanctions', 'russias', 'nord', 'stream', 'pipeline', 'republicansarmedserviceshousegovnewspressrel']",01,6,13764
313,Ron Kind,House,Democrat,WI,3,2021-05-19 17:22:30.000000,"This week, I was proud to stand with colleagues on both sides of the aisle and vote for the COVID-19 Hate Crimes Act. No one in this nation should have to live in fear, and we must continue in our fight to #StopAsianHate.",0,0,6,0,repronkind,Facebook,https://facebook.com/repronkind/posts/10158556670892955,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/187710261_10158556670442955_3327688028761108943_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=2OIkDgcuUG4AX9fLLOP&_nc_ht=scontent-iad3-2.xx&tp=14&oh=56e3d4f7f200fc60f9efdff4699abc45&oe=60CD330C,,week proud stand colleagues sides aisle vote covid19 hate crimes act one nation live fear must continue fight stopasianhate,"['week', 'proud', 'stand', 'colleagues', 'sides', 'aisle', 'vote', 'covid19', 'hate', 'crimes', 'act', 'one', 'nation', 'live', 'fear', 'must', 'continue', 'fight', 'stopasianhate']",25,6,70271
74,Kevin Hern,House,Republican,OK,1,2021-05-19 17:27:46+00:00,Our #RSCBudget cuts taxes for ALL Americans – and empowers job creators to keep American jobs on American soil. https://t.co/qAU6I34xc6,1,2,3,0,repkevinhern,Twitter,https://twitter.com/repkevinhern/status/1395068677276438532,https://pbs.twimg.com/media/E1xHjDDXEAA24ui?format=jpg&name=small,[],rscbudget cuts taxes americans empowers job creators keep american jobs american soil,"['rscbudget', 'cuts', 'taxes', 'americans', 'empowers', 'job', 'creators', 'keep', 'american', 'jobs', 'american', 'soil']",12,6,3059
115,Don Bacon,House,Republican,NE,2,2021-05-19 02:30:48+00:00,"@BAMeyers11 I condemn those attacks and those responsible should be held accountable. Further, I feel the same for cops injured and attacked in Portland. You should too.",6,0,0,0,repdonbacon,Twitter,https://twitter.com/RepDonBacon/status/1394842946852229121,,[],condemn attacks responsible held accountable feel cops injured attacked portland,"['condemn', 'attacks', 'responsible', 'held', 'accountable', 'feel', 'cops', 'injured', 'attacked', 'portland']",06,6,18064
496,House Committee on Financial Services,House,N/A,N/A,N/A,2021-05-19 09:58:23.000000,"Full Committee Chairwoman Maxine Waters and Ranking Member McHenry will host a virtual hearing entitled, “Oversight of Prudential Regulators: Ensuring the Safety, Soundness, Diversity, and Accountability of Depository Institutions.""

- - - - - - - -
Witnesses for this one-panel hearing will be:

• The Honorable Todd Harper, Chairman, National Credit Union Administration

• Mr. Michael Hsu, Acting Comptroller of the Currency, U.S. Comptroller of the Currency

• The Honorable Jelena McWilliams, Chairman, Federal Deposit Insurance Corporation

• The Honorable Randal Quarles, Vice Chairman of Supervision, Board of Governors of the Federal Reserve System",0,3,2,0,HouseFinancialCmte,Facebook,https://facebook.com/HouseFinancialCmte/videos/320359746409024,,,full committee chairwoman maxine waters ranking member mchenry host virtual hearing entitled oversight prudential regulators ensuring safety soundness diversity accountability depository institutions witnesses onepanel hearing honorable todd harper chairman national credit union administration mr michael hsu acting comptroller currency us comptroller currency honorable jelena mcwilliams chairman federal deposit insurance corporation honorable randal quarles vice chairman supervision board governors federal reserve system,"['full', 'committee', 'chairwoman', 'maxine', 'waters', 'ranking', 'member', 'mchenry', 'host', 'virtual', 'hearing', 'entitled', 'oversight', 'prudential', 'regulators', 'ensuring', 'safety', 'soundness', 'diversity', 'accountability', 'depository', 'institutions', 'witnesses', 'onepanel', 'hearing', 'honorable', 'todd', 'harper', 'chairman', 'national', 'credit', 'union', 'administration', 'mr', 'michael', 'hsu', 'acting', 'comptroller', 'currency', 'us', 'comptroller', 'currency', 'honorable', 'jelena', 'mcwilliams', 'chairman', 'federal', 'deposit', 'insurance', 'corporation', 'honorable', 'randal', 'quarles', 'vice', 'chairman', 'supervision', 'board', 'governors', 'federal', 'reserve', 'system']",19,5,1071
440,House Committee on Energy and Commerce,House,N/A,N/A,N/A,2021-05-19 17:54:58+00:00,"Joint statement from House Chairs @FrankPallone, @WhipClyburn, @RepRichardNeal and @RepMaloney on the Government Accountability Office's new report on coronavirus in nursing homes ⬇️ energycommerce.house.gov/newsroom/press…",0,1,3,1,energycommerce,Twitter,https://twitter.com/EnergyCommerce/status/1395075524029034501,,['https://energycommerce.house.gov/newsroom/press-releases/house-chairs-issue-statement-on-federal-watchdog-s-report-on-coronavirus-in'],joint statement house chairs government accountability offices new report coronavirus nursing homes energycommercehousegovnewsroompress,"['joint', 'statement', 'house', 'chairs', 'government', 'accountability', 'offices', 'new', 'report', 'coronavirus', 'nursing', 'homes', 'energycommercehousegovnewsroompress']",09,5,1562
479,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-05-19 16:10:18.000000,"The committee just passed legislation condemning the troubling developments in El Salvador under current President Nayib Bukele.

H.Res. 408 urges the Salvadoran Government to reverse course, restore constitutional order, and pursue an inclusive and democratic governing agenda.",0,0,5,0,HouseCommitteeOnForeignAffairsDemocrats,Facebook,https://facebook.com/HouseCommitteeOnForeignAffairsDemocrats/videos/552161099503817,,,committee passed legislation condemning troubling developments el salvador current president nayib bukelehres urges salvadoran government reverse course restore constitutional order pursue inclusive democratic governing agenda,"['committee', 'passed', 'legislation', 'condemning', 'troubling', 'developments', 'el', 'salvador', 'current', 'president', 'nayib', 'bukelehres', 'urges', 'salvadoran', 'government', 'reverse', 'course', 'restore', 'constitutional', 'order', 'pursue', 'inclusive', 'democratic', 'governing', 'agenda']",23,5,67393
317,Jim Cooper,House,Democrat,TN,5,2021-05-19 17:01:31.000000,"ATTN: The deadline to apply for the Restaurant Revitalization Fund is coming up on Monday, May 24.

More info & apply here: sba.gov/restaurants

SBA.GOV
Restaurant Revitalization Fund",0,0,5,0,JimCooper,Facebook,https://facebook.com/JimCooper/posts/10159405298011392,,http://sba.gov/restaurants,attn deadline apply restaurant revitalization fund coming monday may 24more info apply sbagovrestaurantssbagovrestaurant revitalization fund,"['attn', 'deadline', 'apply', 'restaurant', 'revitalization', 'fund', 'coming', 'monday', 'may', '24more', 'info', 'apply', 'sbagovrestaurantssbagovrestaurant', 'revitalization', 'fund']",20,5,1923
489,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-05-19 12:34:51.000000,Ready to get to work for the American people!,0,0,5,0,HouseCommitteeOnForeignAffairsDemocrats,Facebook,https://facebook.com/HouseCommitteeOnForeignAffairsDemocrats/posts/4113596532042953,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/188419012_4113593975376542_8466734691682499334_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=8024bb&_nc_ohc=XCotK6Ul-G0AX9xAUuW&_nc_ht=scontent-iad3-2.xx&tp=14&oh=12d6ab2b91ec6df6bf7d8746e4a082d3&oe=60CBC2BA,,ready get work american people,"['ready', 'get', 'work', 'american', 'people']",12,5,3059
380,"Henry C. ""Hank"" Johnson, Jr.",House,Democrat,GA,4,2021-05-19 11:28:14.000000,"This week I spoke on the House floor to mark the 100th anniversary of the #TulsaMassacre in which hundreds of African Americans were killed by a white lynch mob – thousands were made homeless and #BlackWallStreet – the thriving Greenwood community in Tulsa was destroyed.

Join me and Members of the Congressional Black Caucus on Thursday, May 27 for a discussion of this forgotten history and what it means for us today in an era of social justice, reconciliation and reparations.

Sign up here to join the conversation: https://ushr.zoomgov.com/webinar/register/WN_DJlpPxR5TjO9RKpYr-AJoA

YOUTUBE.COM
www.youtube.com",0,0,5,0,115356957005,Facebook,https://facebook.com/115356957005/posts/10158130926072006,,https://ushr.zoomgov.com/webinar/register/WN_DJlpPxR5TjO9RKpYr-AJoA,week spoke house floor mark 100th anniversary tulsamassacre hundreds african americans killed white lynch mob thousands made homeless blackwallstreet thriving greenwood community tulsa destroyedjoin members congressional black caucus thursday may discussion forgotten history means us today era social justice reconciliation reparationssign join conversation youtubecomwwwyoutubecom,"['week', 'spoke', 'house', 'floor', 'mark', '100th', 'anniversary', 'tulsamassacre', 'hundreds', 'african', 'americans', 'killed', 'white', 'lynch', 'mob', 'thousands', 'made', 'homeless', 'blackwallstreet', 'thriving', 'greenwood', 'community', 'tulsa', 'destroyedjoin', 'members', 'congressional', 'black', 'caucus', 'thursday', 'may', 'discussion', 'forgotten', 'history', 'means', 'us', 'today', 'era', 'social', 'justice', 'reconciliation', 'reparationssign', 'join', 'conversation', 'youtubecomwwwyoutubecom']",08,5,2547
